sale_id,sale_date,store_id,store_name,customer_id,channel,payment_method,product_id,barcode,quantity,unit_price_aed,discount_pct,promo_id,revenue_aed,cost_aed,gross_profit_aed
T007671,2025-12-18,S005,Deira Branch,C02405,Delivery,Cash,P0286,3718376452084,1,5.1,0.25,PR0060,5.1,5.31,-0.21
T007672,2025-12-11,S005,Deira Branch,C02551,InStore,Cash,P0097,2029702135566,6,14.18,0.05,PR0041,85.08,67.32,17.76
T007673,2025-11-29,S004,Marina Branch,C00225,InStore,Apple Pay,P0003,1849593103410,6,16.05,0.05,PR0057,96.3,77.94,18.36
T007674,2025-11-16,S002,Dubai Hills Branch,C00007,Delivery,Google Pay,P0205,2890233030701,4,8.31,0.0,,33.24,18.92,14.32
T007675,2025-11-25,S001,JVC Branch,C02255,Online,Card,P0295,1228685289759,6,12.21,0.2,PR0045,73.26,68.88,4.38
T007676,2025-11-11,S003,Al Barsha Branch,C02805,InStore,Apple Pay,P0289,7306524077843,4,13.37,0.1,PR0005,53.48,36.84,16.64
T007677,2025-11-16,S002,Dubai Hills Branch,C01379,Online,Google Pay,P0042,4711671902291,2,12.87,0.1,PR0024,25.74,19.5,6.24
T007678,2025-12-12,S003,Al Barsha Branch,C00276,InStore,Card,P0047,4902787429677,3,11.46,0.0,,34.38,28.83,5.55
T007679,2025-10-29,S001,JVC Branch,C02437,Online,Card,P0160,4074517133953,1,34.12,0.0,,34.12,19.81,14.31
T007680,2025-11-23,S005,Deira Branch,C02836,Online,Card,P0185,4720999347684,5,12.45,0.0,,62.25,40.85,21.4
T007681,2025-12-08,S002,Dubai Hills Branch,C00356,Online,Apple Pay,P0219,9926189141178,6,11.36,0.0,,68.16,51.0,17.16
T007682,2025-10-19,S002,Dubai Hills Branch,C02519,InStore,Card,P0047,4902787429677,5,11.46,0.0,,57.3,48.05,9.25
T007683,2026-01-13,S003,Al Barsha Branch,C03363,Online,Apple Pay,P0288,5132719500528,5,15.71,0.05,PR0046,78.55,64.9,13.65
T007684,2026-01-15,S002,Dubai Hills Branch,C00361,InStore,Google Pay,P0185,4720999347684,4,12.45,0.0,,49.8,32.68,17.12
T007685,2025-12-09,S003,Al Barsha Branch,C01331,InStore,Card,P0255,9904137977239,6,7.51,0.05,PR0039,45.06,39.24,5.82
T007686,2026-01-06,S005,Deira Branch,C03403,Online,Apple Pay,P0152,1254573875711,2,12.92,0.15,PR0028,25.84,19.42,6.42
T007687,2026-01-01,S002,Dubai Hills Branch,C02328,InStore,Apple Pay,P0109,3584168784998,4,14.73,0.0,,58.92,38.88,20.04
T007688,2025-12-08,S005,Deira Branch,C01869,Online,Card,P0294,8113863383929,3,18.13,0.0,,54.39,43.53,10.86
T007689,2025-11-30,S002,Dubai Hills Branch,C00001,Delivery,Google Pay,P0166,3712938700514,2,11.67,0.25,PR0064,23.34,23.24,0.1
T007690,2025-10-17,S003,Al Barsha Branch,C00589,InStore,Cash,P0260,9463688725886,4,17.66,0.0,,70.64,56.96,13.68
T007691,2025-11-21,S003,Al Barsha Branch,C02061,InStore,Cash,P0287,3136502491637,1,10.85,0.15,PR0059,10.85,9.47,1.38
T007692,2025-11-28,S004,Marina Branch,C02038,Delivery,Cash,P0198,6256527047743,1,12.79,0.1,PR0019,12.79,11.63,1.16
T007693,2026-01-08,S002,Dubai Hills Branch,C01036,InStore,Cash,P0155,4785969691556,3,14.92,0.0,,44.76,29.52,15.24
T007694,2025-11-02,S003,Al Barsha Branch,C02575,Online,Card,P0001,8196001338906,4,16.02,0.0,,64.08,39.96,24.12
T007695,2025-11-24,S004,Marina Branch,C00626,Delivery,Cash,P0011,3105183473829,2,11.45,0.0,,22.9,16.64,6.26
T007696,2025-12-07,S002,Dubai Hills Branch,C01072,Delivery,Apple Pay,P0051,4677378263984,1,30.37,0.0,,30.37,21.24,9.13
T007697,2025-11-11,S003,Al Barsha Branch,C02088,Delivery,Google Pay,P0047,4902787429677,4,11.46,0.0,,45.84,38.44,7.4
T007698,2025-12-11,S005,Deira Branch,C01597,Online,Card,P0065,1390053293184,4,17.89,0.0,,71.56,43.44,28.12
T007699,2026-01-01,S004,Marina Branch,C00797,InStore,Cash,P0078,4535218188357,5,12.13,0.0,,60.65,44.05,16.6
T007700,2025-11-12,S002,Dubai Hills Branch,C03018,Delivery,Card,P0095,7652775841611,2,8.8,0.25,PR0072,17.6,13.8,3.8
T007701,2025-12-13,S001,JVC Branch,C00495,Delivery,Google Pay,P0110,8523986800027,1,10.5,0.2,PR0062,10.5,8.77,1.73
T007702,2025-11-23,S001,JVC Branch,C00386,Delivery,Apple Pay,P0028,7278895798682,5,15.36,0.0,,76.8,43.4,33.4
T007703,2025-11-25,S001,JVC Branch,C01731,InStore,Google Pay,P0013,3178108013264,6,14.65,0.0,,87.9,52.02,35.88
T007704,2025-11-12,S001,JVC Branch,C03886,Online,Card,P0198,6256527047743,5,14.21,0.0,,71.05,58.15,12.9
T007705,2025-10-20,S004,Marina Branch,C00754,InStore,Google Pay,P0151,8993756798258,4,14.7,0.0,,58.8,34.08,24.72
T007706,2025-11-26,S005,Deira Branch,C00294,Online,Cash,P0120,7420549329661,1,86.76,0.0,,86.76,52.74,34.02
T007707,2025-12-28,S001,JVC Branch,C02755,Online,Card,P0184,1510702966706,4,15.94,0.0,,63.76,52.32,11.44
T007708,2025-11-10,S005,Deira Branch,C03905,Online,Cash,P0247,4525777547818,2,11.4,0.0,,22.8,14.68,8.12
T007709,2025-12-20,S005,Deira Branch,C03626,InStore,Google Pay,P0113,9130756263686,1,27.69,0.0,,27.69,16.46,11.23
T007710,2025-10-18,S005,Deira Branch,C01170,Delivery,Google Pay,P0187,407859321339,2,11.12,0.3,PR0029,22.24,19.2,3.04
T007711,2025-10-27,S001,JVC Branch,C00101,Delivery,Card,P0287,3136502491637,2,10.22,0.2,PR0028,20.44,18.94,1.5
T007712,2025-12-23,S002,Dubai Hills Branch,C01486,Delivery,Apple Pay,P0250,8272299275038,6,15.51,0.0,,93.06,74.88,18.18
T007713,2026-01-13,S001,JVC Branch,C02428,Delivery,Card,P0112,6940974993097,1,26.86,0.0,,26.86,21.35,5.51
T007714,2025-12-15,S001,JVC Branch,C00994,Online,Card,P0188,5223955905991,2,12.46,0.05,PR0027,24.92,18.96,5.96
T007715,2025-11-14,S002,Dubai Hills Branch,C02768,Online,Cash,P0046,4887719065942,5,10.47,0.0,,52.35,30.75,21.6
T007716,2026-01-14,S001,JVC Branch,C02567,Delivery,Google Pay,P0159,9788191485806,1,8.87,0.0,,8.87,6.31,2.56
T007717,2025-11-17,S004,Marina Branch,C01875,Delivery,Card,P0295,1228685289759,5,15.26,0.0,,76.3,57.4,18.9
T007718,2025-12-26,S004,Marina Branch,C01793,Delivery,Card,P0142,1631599965044,4,21.27,0.0,,85.08,59.56,25.52
T007719,2025-12-06,S002,Dubai Hills Branch,C00747,InStore,Google Pay,P0280,8845783174560,1,17.77,0.25,PR0038,17.77,17.23,0.54
T007720,2025-11-28,S004,Marina Branch,C02812,Online,Google Pay,P0107,5953278774706,1,26.05,0.0,,26.05,21.08,4.97
T007721,2025-12-14,S003,Al Barsha Branch,C03359,InStore,Google Pay,P0300,8925832067996,3,13.42,0.2,PR0020,40.26,28.5,11.76
T007722,2025-10-25,S005,Deira Branch,C02770,Delivery,Apple Pay,P0165,2424154152060,1,93.43,0.0,,93.43,51.41,42.02
T007723,2026-01-03,S005,Deira Branch,C00579,InStore,Card,P0013,3178108013264,6,10.99,0.25,PR0057,65.94,52.02,13.92
T007724,2025-12-21,S005,Deira Branch,C03110,InStore,Apple Pay,P0168,6973112196562,1,116.58,0.1,PR0002,116.58,99.31,17.27
T007725,2026-01-07,S002,Dubai Hills Branch,C03680,InStore,Cash,P0071,494519832731,1,71.9,0.05,PR0038,71.9,56.84,15.06
T007726,2026-01-14,S001,JVC Branch,C01681,InStore,Card,P0009,4303911718221,6,11.42,0.0,,68.52,47.7,20.82
T007727,2026-01-05,S001,JVC Branch,C01862,Online,Apple Pay,P0244,8814353682224,3,18.23,0.0,,54.69,32.1,22.59
T007728,2025-11-22,S001,JVC Branch,C00397,Delivery,Card,P0072,6899809402443,3,20.75,0.1,PR0057,62.25,40.44,21.81
T007729,2025-12-27,S005,Deira Branch,C00582,Delivery,Apple Pay,P0236,2281606484229,6,16.81,0.0,,100.86,69.06,31.8
T007730,2025-10-31,S003,Al Barsha Branch,C00873,Delivery,Google Pay,P0075,8403690034324,4,4.3,0.2,PR0076,17.2,13.68,3.52
T007731,2025-11-20,S002,Dubai Hills Branch,C02156,Online,Cash,P0049,8760385977039,1,15.18,0.0,,15.18,12.29,2.89
T007732,2025-11-15,S004,Marina Branch,C02008,InStore,Apple Pay,P0293,371705865097,2,10.4,0.05,PR0026,20.8,12.36,8.44
T007733,2026-01-10,S004,Marina Branch,C01684,InStore,Card,P0095,7652775841611,3,10.57,0.1,PR0061,31.71,20.7,11.01
T007734,2025-11-28,S004,Marina Branch,C00501,Delivery,Apple Pay,P0174,4814917785075,1,75.14,0.0,,75.14,58.72,16.42
T007735,2025-12-02,S002,Dubai Hills Branch,C03287,Online,Card,P0176,3536541951800,5,15.28,0.15,PR0011,76.4,74.1,2.3
T007736,2025-12-19,S003,Al Barsha Branch,C01159,Online,Google Pay,P0159,9788191485806,5,8.43,0.05,PR0053,42.15,31.55,10.6
T007737,2025-12-20,S004,Marina Branch,C00436,InStore,Card,P0276,6996112535544,3,15.83,0.0,,47.49,38.49,9.0
T007738,2025-10-24,S005,Deira Branch,C03635,InStore,Cash,P0198,6256527047743,1,14.21,0.0,,14.21,11.63,2.58
T007739,2025-12-22,S003,Al Barsha Branch,C02807,InStore,Cash,P0107,5953278774706,6,26.05,0.0,,156.3,126.48,29.82
T007740,2025-12-03,S005,Deira Branch,C00385,Online,Google Pay,P0259,9818063565128,5,14.94,0.05,PR0007,74.7,43.4,31.3
T007741,2025-11-02,S001,JVC Branch,C01519,InStore,Apple Pay,P0047,4902787429677,2,11.46,0.0,,22.92,19.22,3.7
T007742,2025-12-06,S005,Deira Branch,C00399,Online,Cash,P0152,1254573875711,5,11.4,0.25,PR0002,57.0,48.55,8.45
T007743,2025-10-31,S005,Deira Branch,C01379,Online,Card,P0287,3136502491637,2,12.77,0.0,,25.54,18.94,6.6
T007744,2025-12-07,S001,JVC Branch,C01619,InStore,Card,P0181,5618537474116,4,16.76,0.0,,67.04,40.0,27.04
T007745,2025-10-29,S004,Marina Branch,C00738,Online,Apple Pay,P0243,6072832684240,4,16.07,0.0,,64.28,40.8,23.48
T007746,2025-12-21,S004,Marina Branch,C03926,InStore,Cash,P0191,7528953926442,6,11.52,0.0,,69.12,44.7,24.42
T007747,2025-11-11,S005,Deira Branch,C03061,InStore,Apple Pay,P0250,8272299275038,5,12.41,0.2,PR0057,62.05,62.4,-0.35
T007748,2025-10-18,S001,JVC Branch,C03040,Delivery,Apple Pay,P0286,3718376452084,6,6.8,0.0,,40.8,31.86,8.94
T007749,2025-11-15,S004,Marina Branch,C02273,InStore,Card,P0070,5452711116153,1,10.74,0.0,,10.74,7.25,3.49
T007750,2025-11-07,S005,Deira Branch,C02856,Online,Card,P0044,2812067974037,1,8.48,0.3,PR0011,8.48,7.63,0.85
T007751,2026-01-05,S003,Al Barsha Branch,C01233,Delivery,Card,P0132,5183046990131,1,13.79,0.0,,13.79,8.95,4.84
T007752,2025-11-21,S001,JVC Branch,C02323,Online,Apple Pay,P0208,3494466574378,3,16.12,0.0,,48.36,39.81,8.55
T007753,2025-11-27,S002,Dubai Hills Branch,C01231,Delivery,Cash,P0059,909743953393,5,15.12,0.0,,75.6,63.75,11.85
T007754,2025-10-28,S001,JVC Branch,C02155,Delivery,Card,P0001,8196001338906,5,16.02,0.0,,80.1,49.95,30.15
T007755,2025-11-21,S002,Dubai Hills Branch,C00251,Online,Cash,P0090,4328986143419,1,79.81,0.0,,79.81,58.63,21.18
T007756,2025-12-02,S005,Deira Branch,C02579,InStore,Card,P0291,9351863878291,1,23.95,0.05,PR0026,23.95,19.41,4.54
T007757,2025-12-12,S001,JVC Branch,C00289,Online,Cash,P0207,602933334681,4,16.12,0.0,,64.48,49.96,14.52
T007758,2026-01-14,S004,Marina Branch,C02963,Online,Apple Pay,P0107,5953278774706,1,26.05,0.0,,26.05,21.08,4.97
T007759,2025-11-25,S004,Marina Branch,C03735,InStore,Cash,P0048,2567468071549,6,19.49,0.0,,116.94,78.66,38.28
T007760,2025-12-22,S005,Deira Branch,C03763,InStore,Cash,P0093,1952058527727,4,8.95,0.15,PR0067,35.8,27.68,8.12
T007761,2025-12-05,S005,Deira Branch,C00573,InStore,Apple Pay,P0044,2812067974037,5,12.12,0.0,,60.6,38.15,22.45
T007762,2025-11-18,S003,Al Barsha Branch,C01802,InStore,Apple Pay,P0031,6688937346701,1,10.91,0.0,,10.91,7.56,3.35
T007763,2025-12-15,S004,Marina Branch,C01680,InStore,Google Pay,P0274,7175455884505,2,12.16,0.1,PR0074,24.32,20.46,3.86
T007764,2025-10-20,S002,Dubai Hills Branch,C00305,Online,Cash,P0300,8925832067996,6,16.78,0.0,,100.68,57.0,43.68
T007765,2025-12-30,S003,Al Barsha Branch,C03900,InStore,Google Pay,P0043,8677496499094,6,12.93,0.0,,77.58,45.42,32.16
T007766,2025-11-10,S002,Dubai Hills Branch,C00118,InStore,Google Pay,P0017,8384251354276,1,9.45,0.0,,9.45,8.03,1.42
T007767,2026-01-14,S001,JVC Branch,C03375,Delivery,Google Pay,P0087,7468862392405,4,18.55,0.0,,74.2,49.0,25.2
T007768,2025-12-12,S002,Dubai Hills Branch,C03223,Delivery,Card,P0124,9822587139710,2,6.18,0.25,PR0047,12.36,13.16,-0.8
T007769,2025-12-21,S003,Al Barsha Branch,C03780,Delivery,Cash,P0053,3963605766276,3,10.62,0.0,,31.86,21.87,9.99
T007770,2025-12-17,S003,Al Barsha Branch,C03802,Online,Google Pay,P0077,6416052975168,1,13.88,0.0,,13.88,11.22,2.66
T007771,2025-11-06,S001,JVC Branch,C01302,Online,Apple Pay,P0051,4677378263984,1,30.37,0.0,,30.37,21.24,9.13
T007772,2026-01-13,S004,Marina Branch,C01619,Online,Google Pay,P0228,7589975711300,3,7.38,0.2,PR0041,22.14,18.24,3.9
T007773,2025-10-29,S004,Marina Branch,C03247,InStore,Cash,P0211,5842824172489,3,16.44,0.0,,49.32,37.29,12.03
T007774,2025-11-03,S001,JVC Branch,C00074,InStore,Cash,P0184,1510702966706,1,15.94,0.0,,15.94,13.08,2.86
T007775,2026-01-05,S003,Al Barsha Branch,C00786,Online,Google Pay,P0101,1467866912516,5,8.2,0.0,,41.0,32.45,8.55
T007776,2026-01-05,S004,Marina Branch,C03294,Online,Card,P0274,7175455884505,5,13.51,0.0,,67.55,51.15,16.4
T007777,2025-11-29,S003,Al Barsha Branch,C01725,InStore,Apple Pay,P0292,1022031731097,2,11.33,0.0,,22.66,16.82,5.84
T007778,2025-11-16,S001,JVC Branch,C03379,Delivery,Apple Pay,P0045,9361832421021,2,8.02,0.0,,16.04,9.16,6.88
T007779,2025-10-23,S005,Deira Branch,C01712,InStore,Google Pay,P0058,6474367136957,1,59.85,0.0,,59.85,49.89,9.96
T007780,2025-11-10,S005,Deira Branch,C03356,Online,Card,P0146,2646471543790,1,87.68,0.0,,87.68,56.14,31.54
T007781,2025-11-04,S003,Al Barsha Branch,C03581,Delivery,Google Pay,P0027,7693676320164,2,9.0,0.0,,18.0,15.22,2.78
T007782,2025-12-03,S005,Deira Branch,C00265,Delivery,Card,P0117,833016571208,2,12.64,0.05,PR0001,25.28,19.54,5.74
T007783,2025-12-30,S002,Dubai Hills Branch,C00890,InStore,Cash,P0166,3712938700514,5,15.56,0.0,,77.8,58.1,19.7
T007784,2025-10-17,S003,Al Barsha Branch,C01412,Delivery,Apple Pay,P0144,7541212678883,1,56.91,0.2,PR0054,56.91,46.83,10.08
T007785,2026-01-09,S005,Deira Branch,C03587,Online,Google Pay,P0087,7468862392405,1,15.77,0.15,PR0006,15.77,12.25,3.52
T007786,2025-10-17,S003,Al Barsha Branch,C01844,Delivery,Google Pay,P0152,1254573875711,2,15.2,0.0,,30.4,19.42,10.98
T007787,2026-01-11,S001,JVC Branch,C02449,InStore,Apple Pay,P0288,5132719500528,6,16.54,0.0,,99.24,77.88,21.36
T007788,2025-10-24,S005,Deira Branch,C01889,Delivery,Cash,P0054,7187026217452,2,16.68,0.0,,33.36,28.0,5.36
T007789,2025-12-06,S003,Al Barsha Branch,C03518,InStore,Cash,P0191,7528953926442,2,11.52,0.0,,23.04,14.9,8.14
T007790,2025-11-10,S005,Deira Branch,C01093,Delivery,Card,P0013,3178108013264,5,14.65,0.0,,73.25,43.35,29.9
T007791,2025-11-03,S004,Marina Branch,C03725,Online,Cash,P0019,52427868015,1,19.73,0.0,,19.73,11.4,8.33
T007792,2026-01-14,S004,Marina Branch,C01824,Delivery,Google Pay,P0155,4785969691556,2,14.92,0.0,,29.84,19.68,10.16
T007793,2025-12-14,S001,JVC Branch,C00759,Delivery,Google Pay,P0030,1665876036691,6,12.16,0.0,,72.96,45.18,27.78
T007794,2026-01-15,S005,Deira Branch,C03231,InStore,Google Pay,P0007,6697848018454,3,23.4,0.0,,70.2,55.29,14.91
T007795,2025-10-29,S005,Deira Branch,C02898,Delivery,Google Pay,P0044,2812067974037,3,12.12,0.0,,36.36,22.89,13.47
T007796,2025-12-25,S005,Deira Branch,C02751,Delivery,Apple Pay,P0160,4074517133953,1,34.12,0.0,,34.12,19.81,14.31
T007797,2026-01-13,S001,JVC Branch,C03082,Online,Cash,P0208,3494466574378,2,14.51,0.1,PR0057,29.02,26.54,2.48
T007798,2025-10-21,S003,Al Barsha Branch,C03296,Online,Apple Pay,P0052,8404499727875,1,58.28,0.0,,58.28,45.56,12.72
T007799,2025-10-22,S003,Al Barsha Branch,C01088,Online,Cash,P0195,2621815997064,3,14.31,0.0,,42.93,26.97,15.96
T007800,2025-12-24,S005,Deira Branch,C03747,Online,Google Pay,P0047,4902787429677,5,11.46,0.0,,57.3,48.05,9.25
T007801,2025-12-31,S005,Deira Branch,C00103,InStore,Card,P0178,8320603850508,6,22.39,0.0,,134.34,97.74,36.6
T007802,2025-10-31,S005,Deira Branch,C01796,Online,Cash,P0108,47974801622,5,11.45,0.2,PR0008,57.25,60.1,-2.85
T007803,2025-11-07,S003,Al Barsha Branch,C03341,Delivery,Apple Pay,P0191,7528953926442,1,9.79,0.15,PR0080,9.79,7.45,2.34
T007804,2025-12-26,S002,Dubai Hills Branch,C03833,Online,Cash,P0299,9409610556616,6,12.52,0.3,PR0010,75.12,74.76,0.36
T007805,2025-12-05,S003,Al Barsha Branch,C02183,Online,Card,P0283,2417974973502,2,23.46,0.0,,46.92,31.62,15.3
T007806,2025-12-12,S003,Al Barsha Branch,C01973,InStore,Card,P0001,8196001338906,2,11.21,0.3,PR0021,22.42,19.98,2.44
T007807,2025-12-20,S001,JVC Branch,C00991,Online,Apple Pay,P0266,9476973577909,6,8.7,0.0,,52.2,41.28,10.92
T007808,2025-11-25,S003,Al Barsha Branch,C02049,Online,Card,P0019,52427868015,1,19.73,0.0,,19.73,11.4,8.33
T007809,2025-10-25,S002,Dubai Hills Branch,C00173,Delivery,Apple Pay,P0287,3136502491637,6,12.77,0.0,,76.62,56.82,19.8
T007810,2026-01-01,S003,Al Barsha Branch,C00417,Online,Google Pay,P0073,1201836675250,4,13.3,0.0,,53.2,32.16,21.04
T007811,2025-10-24,S002,Dubai Hills Branch,C00013,Delivery,Cash,P0100,4225831323708,4,12.4,0.0,,49.6,37.84,11.76
T007812,2026-01-03,S005,Deira Branch,C02594,Delivery,Apple Pay,P0027,7693676320164,6,9.0,0.0,,54.0,45.66,8.34
T007813,2025-12-13,S004,Marina Branch,C02353,Online,Cash,P0031,6688937346701,4,10.36,0.05,PR0077,41.44,30.24,11.2
T007814,2025-10-22,S001,JVC Branch,C01439,Online,Card,P0215,835058300334,2,12.06,0.0,,24.12,16.38,7.74
T007815,2025-12-17,S003,Al Barsha Branch,C00283,InStore,Cash,P0286,3718376452084,6,6.8,0.0,,40.8,31.86,8.94
T007816,2025-12-23,S002,Dubai Hills Branch,C03990,Delivery,Apple Pay,P0177,4451870534946,1,53.59,0.2,PR0076,53.59,56.02,-2.43
T007817,2025-10-19,S003,Al Barsha Branch,C01220,Online,Cash,P0212,6554947170998,1,94.27,0.05,PR0033,94.27,61.19,33.08
T007818,2025-12-10,S003,Al Barsha Branch,C03414,Online,Card,P0224,7716701450893,1,15.42,0.0,,15.42,12.09,3.33
T007819,2025-12-03,S001,JVC Branch,C00641,Online,Apple Pay,P0068,7661771159217,6,19.13,0.0,,114.78,78.9,35.88
T007820,2025-11-05,S004,Marina Branch,C03708,InStore,Cash,P0014,6064746872349,1,13.88,0.0,,13.88,11.23,2.65
T007821,2025-10-31,S002,Dubai Hills Branch,C02328,InStore,Card,P0001,8196001338906,4,16.02,0.0,,64.08,39.96,24.12
T007822,2026-01-14,S005,Deira Branch,C01883,InStore,Cash,P0092,5188888067065,1,18.9,0.0,,18.9,11.46,7.44
T007823,2026-01-07,S002,Dubai Hills Branch,C02878,Delivery,Cash,P0062,9651370985933,4,12.62,0.0,,50.48,29.64,20.84
T007824,2025-11-09,S004,Marina Branch,C00887,InStore,Apple Pay,P0018,4118244935340,1,15.03,0.0,,15.03,12.47,2.56
T007825,2026-01-02,S005,Deira Branch,C00577,InStore,Google Pay,P0046,4887719065942,2,10.47,0.0,,20.94,12.3,8.64
T007826,2025-12-02,S004,Marina Branch,C02505,Online,Google Pay,P0034,3271937452997,4,9.3,0.0,,37.2,22.68,14.52
T007827,2025-12-25,S004,Marina Branch,C00479,Online,Apple Pay,P0276,6996112535544,3,14.25,0.1,PR0036,42.75,38.49,4.26
T007828,2025-12-09,S002,Dubai Hills Branch,C02476,Delivery,Cash,P0036,5067165726287,6,8.78,0.0,,52.68,35.76,16.92
T007829,2025-12-12,S004,Marina Branch,C02596,Online,Google Pay,P0151,8993756798258,3,14.7,0.0,,44.1,25.56,18.54
T007830,2025-12-23,S003,Al Barsha Branch,C01799,Delivery,Apple Pay,P0170,9180552696584,3,10.34,0.0,,31.02,21.66,9.36
T007831,2025-11-24,S004,Marina Branch,C00736,Online,Card,P0152,1254573875711,3,10.64,0.3,PR0075,31.92,29.13,2.79
T007832,2025-12-28,S004,Marina Branch,C03472,Delivery,Apple Pay,P0028,7278895798682,2,11.52,0.25,PR0017,23.04,17.36,5.68
T007833,2025-12-07,S001,JVC Branch,C02010,InStore,Apple Pay,P0083,5186449251922,3,15.81,0.3,PR0067,47.43,53.31,-5.88
T007834,2025-10-28,S001,JVC Branch,C02173,Online,Card,P0016,5435346247515,5,11.06,0.0,,55.3,40.7,14.6
T007835,2026-01-05,S003,Al Barsha Branch,C02725,Online,Google Pay,P0105,7102767735928,1,9.54,0.25,PR0062,9.54,10.07,-0.53
T007836,2025-12-12,S003,Al Barsha Branch,C02393,Online,Cash,P0048,2567468071549,4,19.49,0.0,,77.96,52.44,25.52
T007837,2025-11-10,S001,JVC Branch,C01798,InStore,Google Pay,P0159,9788191485806,1,8.87,0.0,,8.87,6.31,2.56
T007838,2025-12-28,S004,Marina Branch,C03584,Online,Google Pay,P0206,1035797279857,4,9.7,0.0,,38.8,25.64,13.16
T007839,2026-01-10,S004,Marina Branch,C02992,InStore,Cash,P0148,4793564651936,6,8.48,0.0,,50.88,30.72,20.16
T007840,2026-01-12,S003,Al Barsha Branch,C02192,Online,Google Pay,P0116,415747338482,6,12.72,0.15,PR0061,76.32,75.06,1.26
T007841,2025-11-04,S002,Dubai Hills Branch,C01073,Online,Apple Pay,P0101,1467866912516,1,8.2,0.0,,8.2,6.49,1.71
T007842,2025-12-24,S001,JVC Branch,C03513,Online,Cash,P0251,8567700518447,1,17.44,0.0,,17.44,10.98,6.46
T007843,2025-11-15,S003,Al Barsha Branch,C02772,InStore,Card,P0056,5045562386921,1,15.85,0.15,PR0010,15.85,14.14,1.71
T007844,2025-12-20,S005,Deira Branch,C02554,InStore,Google Pay,P0218,16761847235,6,12.39,0.0,,74.34,54.12,20.22
T007845,2025-12-10,S005,Deira Branch,C03772,Delivery,Apple Pay,P0223,7621202169796,3,17.12,0.0,,51.36,43.08,8.28
T007846,2025-12-08,S004,Marina Branch,C00420,Online,Cash,P0110,8523986800027,1,13.12,0.0,,13.12,8.77,4.35
T007847,2025-12-28,S003,Al Barsha Branch,C01897,InStore,Cash,P0077,6416052975168,2,13.88,0.0,,27.76,22.44,5.32
T007848,2025-12-03,S003,Al Barsha Branch,C00754,Online,Apple Pay,P0129,3028439599534,6,13.94,0.0,,83.64,47.1,36.54
T007849,2025-11-03,S001,JVC Branch,C03920,Online,Apple Pay,P0027,7693676320164,3,9.0,0.0,,27.0,22.83,4.17
T007850,2026-01-13,S002,Dubai Hills Branch,C03013,Delivery,Apple Pay,P0014,6064746872349,1,13.88,0.0,,13.88,11.23,2.65
T007851,2025-12-27,S004,Marina Branch,C03966,InStore,Apple Pay,P0031,6688937346701,4,10.91,0.0,,43.64,30.24,13.4
T007852,2025-12-04,S001,JVC Branch,C00652,Online,Cash,P0047,4902787429677,5,10.89,0.05,PR0024,54.45,48.05,6.4
T007853,2025-11-13,S001,JVC Branch,C00587,InStore,Apple Pay,P0138,862118233981,6,11.43,0.05,PR0008,68.58,55.32,13.26
T007854,2025-12-22,S005,Deira Branch,C01814,Delivery,Apple Pay,P0255,9904137977239,1,5.93,0.25,PR0033,5.93,6.54,-0.61
T007855,2025-12-02,S003,Al Barsha Branch,C01011,Online,Card,P0062,9651370985933,4,12.62,0.0,,50.48,29.64,20.84
T007856,2025-12-27,S002,Dubai Hills Branch,C00772,InStore,Cash,P0282,6326634163893,2,12.74,0.25,PR0009,25.48,20.6,4.88
T007857,2026-01-06,S005,Deira Branch,C02377,Delivery,Apple Pay,P0288,5132719500528,2,16.54,0.0,,33.08,25.96,7.12
T007858,2025-12-22,S005,Deira Branch,C02102,Delivery,Cash,P0288,5132719500528,2,16.54,0.0,,33.08,25.96,7.12
T007859,2025-11-20,S005,Deira Branch,C03330,Online,Card,P0249,2563942788163,4,24.98,0.0,,99.92,71.24,28.68
T007860,2025-12-29,S002,Dubai Hills Branch,C02091,Online,Apple Pay,P0095,7652775841611,4,11.74,0.0,,46.96,27.6,19.36
T007861,2025-11-04,S004,Marina Branch,C01910,InStore,Card,P0021,6025634216072,4,15.74,0.3,PR0025,62.96,72.8,-9.84
T007862,2025-11-24,S003,Al Barsha Branch,C02152,Online,Apple Pay,P0162,2325367294663,4,17.73,0.0,,70.92,58.56,12.36
T007863,2025-12-25,S005,Deira Branch,C02466,InStore,Google Pay,P0159,9788191485806,5,8.87,0.0,,44.35,31.55,12.8
T007864,2025-10-20,S004,Marina Branch,C02149,InStore,Cash,P0255,9904137977239,5,7.91,0.0,,39.55,32.7,6.85
T007865,2025-11-04,S004,Marina Branch,C02952,Online,Google Pay,P0299,9409610556616,4,17.89,0.0,,71.56,49.84,21.72
T007866,2025-11-20,S002,Dubai Hills Branch,C01593,InStore,Cash,P0139,7933410166680,3,17.9,0.0,,53.7,42.33,11.37
T007867,2025-12-23,S002,Dubai Hills Branch,C00573,Delivery,Cash,P0091,1798089324603,6,13.93,0.0,,83.58,61.98,21.6
T007868,2025-11-08,S005,Deira Branch,C01007,Delivery,Cash,P0047,4902787429677,4,11.46,0.0,,45.84,38.44,7.4
T007869,2025-12-22,S005,Deira Branch,C00587,InStore,Cash,P0001,8196001338906,1,16.02,0.0,,16.02,9.99,6.03
T007870,2025-10-26,S002,Dubai Hills Branch,C00568,Delivery,Apple Pay,P0139,7933410166680,3,17.9,0.0,,53.7,42.33,11.37
